,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
5767,7.0,73.0,Yes,8.0,7.0,65.0
5768,,52.0,Yes,9.0,9.0,41.0
5769,1.0,93.0,No,4.0,2.0,
5770,,87.0,No,5.0,3.0,83.0
5771,2.0,46.0,No,6.0,5.0,
5772,5.0,79.0,Yes,7.0,3.0,68.0
5773,9.0,45.0,No,,9.0,40.0
5774,8.0,95.0,Yes,7.0,3.0,92.0
5775,2.0,78.0,Yes,8.0,4.0,54.0
5776,9.0,89.0,Yes,7.0,9.0,90.0
5777,5.0,69.0,No,7.0,6.0,57.0
5778,6.0,61.0,Yes,6.0,1.0,47.0
5779,3.0,64.0,No,4.0,1.0,43.0
5780,3.0,67.0,Yes,9.0,9.0,50.0
5781,8.0,93.0,No,8.0,,91.0
5782,,59.0,No,8.0,3.0,34.0
5783,2.0,78.0,No,7.0,4.0,54.0
5784,5.0,42.0,No,6.0,2.0,26.0
5785,6.0,44.0,No,5.0,1.0,34.0
5786,2.0,40.0,No,7.0,9.0,18.0
5787,5.0,54.0,No,7.0,7.0,38.0
5788,7.0,65.0,No,8.0,3.0,57.0
5789,8.0,42.0,Yes,8.0,0.0,
5790,7.0,79.0,Yes,7.0,5.0,68.0
5791,8.0,96.0,Yes,8.0,,92.0
5792,9.0,,Yes,,1.0,77.0
5793,5.0,86.0,Yes,5.0,1.0,71.0
5794,5.0,81.0,No,5.0,,67.0
5795,4.0,73.0,No,5.0,6.0,59.0
5796,9.0,91.0,No,7.0,1.0,91.0
5797,5.0,44.0,No,9.0,9.0,29.0
5798,2.0,70.0,No,7.0,0.0,48.0
5799,8.0,90.0,Yes,7.0,7.0,90.0
5800,7.0,52.0,Yes,6.0,9.0,48.0
5801,8.0,82.0,No,5.0,1.0,77.0
5802,3.0,40.0,Yes,8.0,4.0,20.0
5803,4.0,61.0,Yes,8.0,5.0,42.0
5804,5.0,54.0,No,4.0,9.0,37.0
5805,6.0,65.0,No,4.0,0.0,52.0
5806,1.0,57.0,Yes,9.0,1.0,33.0
5807,4.0,87.0,Yes,8.0,,72.0
5808,5.0,48.0,,5.0,3.0,34.0
5809,7.0,40.0,Yes,7.0,1.0,33.0
5810,5.0,82.0,No,8.0,5.0,71.0
5811,1.0,48.0,Yes,9.0,3.0,25.0
5812,7.0,62.0,Yes,9.0,2.0,
5813,8.0,82.0,No,8.0,5.0,76.0
5814,7.0,84.0,Yes,4.0,8.0,76.0
5815,4.0,97.0,No,,7.0,81.0
5816,8.0,41.0,Yes,8.0,1.0,35.0
5817,5.0,53.0,,7.0,2.0,35.0
5818,9.0,77.0,No,7.0,1.0,74.0
5819,5.0,79.0,Yes,6.0,9.0,66.0
5820,1.0,57.0,No,7.0,6.0,31.0
5821,9.0,55.0,No,8.0,8.0,
5822,5.0,92.0,Yes,8.0,0.0,79.0
5823,6.0,68.0,No,7.0,2.0,58.0
5824,4.0,83.0,No,4.0,5.0,66.0
5825,6.0,50.0,No,5.0,3.0,36.0
5826,8.0,45.0,,9.0,9.0,44.0
5827,3.0,42.0,No,8.0,9.0,26.0
5828,5.0,53.0,No,7.0,0.0,37.0
5829,2.0,99.0,Yes,9.0,8.0,82.0
5830,2.0,41.0,No,7.0,6.0,18.0
5831,7.0,71.0,No,8.0,6.0,66.0
5832,6.0,70.0,No,6.0,0.0,60.0
5833,4.0,50.0,Yes,,8.0,32.0
5834,5.0,61.0,Yes,8.0,7.0,51.0
5835,1.0,42.0,Yes,9.0,9.0,18.0
5836,7.0,,Yes,7.0,4.0,82.0
5837,8.0,70.0,Yes,6.0,3.0,66.0
5838,9.0,72.0,Yes,8.0,0.0,69.0
5839,8.0,63.0,No,5.0,8.0,59.0
5840,5.0,,Yes,6.0,7.0,26.0
5841,3.0,83.0,Yes,9.0,1.0,63.0
5842,9.0,,Yes,7.0,3.0,52.0
5843,6.0,76.0,Yes,4.0,3.0,66.0
5844,5.0,66.0,No,5.0,6.0,51.0
5845,3.0,77.0,No,6.0,2.0,54.0
5846,6.0,87.0,Yes,8.0,7.0,77.0
5847,3.0,66.0,No,8.0,6.0,45.0
5848,6.0,83.0,Yes,6.0,9.0,77.0
5849,4.0,51.0,No,8.0,3.0,32.0
5850,2.0,42.0,Yes,6.0,8.0,15.0
5851,8.0,69.0,Yes,5.0,5.0,62.0
5852,4.0,71.0,Yes,8.0,2.0,55.0
5853,9.0,62.0,Yes,5.0,6.0,59.0
5854,7.0,41.0,No,7.0,5.0,32.0
5855,2.0,46.0,Yes,7.0,,21.0
5856,4.0,73.0,No,7.0,4.0,56.0
5857,5.0,71.0,No,7.0,5.0,55.0
5858,3.0,92.0,No,8.0,0.0,74.0
5859,9.0,78.0,Yes,6.0,7.0,74.0
5860,5.0,71.0,No,8.0,0.0,56.0
5861,2.0,82.0,No,9.0,2.0,58.0
5862,3.0,82.0,No,8.0,1.0,64.0
5863,9.0,53.0,Yes,5.0,5.0,49.0
5864,7.0,42.0,No,6.0,7.0,31.0
5865,2.0,85.0,Yes,4.0,7.0,64.0
5866,9.0,71.0,No,4.0,6.0,63.0
5867,4.0,82.0,No,6.0,6.0,66.0
5868,9.0,75.0,Yes,4.0,7.0,73.0
5869,2.0,56.0,,6.0,4.0,38.0
5870,4.0,87.0,No,5.0,2.0,70.0
5871,5.0,,Yes,5.0,1.0,27.0
5872,2.0,96.0,No,8.0,2.0,72.0
5873,1.0,49.0,No,4.0,2.0,21.0
5874,7.0,92.0,Yes,6.0,6.0,85.0
5875,1.0,86.0,Yes,5.0,0.0,62.0
5876,8.0,79.0,Yes,8.0,,73.0
5877,3.0,57.0,No,4.0,5.0,
5878,6.0,42.0,No,4.0,9.0,30.0
5879,7.0,78.0,No,4.0,,64.0
5880,1.0,49.0,Yes,5.0,9.0,25.0
5881,6.0,91.0,Yes,5.0,0.0,82.0
5882,7.0,48.0,Yes,4.0,8.0,41.0
5883,6.0,85.0,No,5.0,1.0,71.0
5884,4.0,94.0,Yes,4.0,3.0,79.0
5885,1.0,85.0,Yes,7.0,8.0,59.0
5886,9.0,50.0,No,5.0,8.0,45.0
5887,4.0,99.0,Yes,6.0,0.0,84.0
5888,7.0,72.0,Yes,5.0,1.0,62.0
5889,7.0,75.0,No,4.0,1.0,65.0
5890,2.0,65.0,No,6.0,1.0,
5891,1.0,66.0,No,,7.0,39.0
5892,8.0,77.0,No,,7.0,70.0
5893,8.0,61.0,No,6.0,9.0,54.0
5894,7.0,65.0,No,5.0,,55.0
5895,8.0,61.0,Yes,9.0,,55.0
5896,3.0,44.0,Yes,6.0,7.0,25.0
5897,2.0,74.0,No,6.0,6.0,52.0
5898,7.0,,No,4.0,7.0,31.0
5899,8.0,74.0,Yes,5.0,0.0,68.0
5900,1.0,48.0,No,4.0,2.0,19.0
5901,9.0,,No,5.0,9.0,87.0
5902,4.0,90.0,Yes,8.0,5.0,71.0
5903,4.0,88.0,Yes,9.0,0.0,74.0
5904,,57.0,No,6.0,3.0,35.0
5905,6.0,82.0,No,5.0,8.0,69.0
5906,1.0,51.0,Yes,6.0,6.0,24.0
5907,6.0,42.0,No,6.0,,29.0
5908,2.0,57.0,Yes,7.0,5.0,34.0
5909,9.0,95.0,Yes,,5.0,93.0
5910,2.0,77.0,,9.0,1.0,52.0
5911,7.0,46.0,Yes,5.0,5.0,37.0
5912,1.0,72.0,Yes,8.0,9.0,49.0
5913,7.0,45.0,Yes,9.0,1.0,38.0
5914,5.0,57.0,No,7.0,7.0,44.0
5915,8.0,84.0,No,4.0,6.0,75.0
5916,4.0,61.0,No,8.0,5.0,44.0
5917,7.0,90.0,Yes,8.0,9.0,84.0
5918,6.0,78.0,,6.0,5.0,65.0
5919,5.0,90.0,No,4.0,8.0,75.0
5920,4.0,48.0,Yes,7.0,8.0,29.0
5921,7.0,74.0,Yes,5.0,9.0,67.0
5922,,62.0,,5.0,,50.0
5923,5.0,51.0,Yes,7.0,1.0,
5924,1.0,91.0,Yes,6.0,2.0,66.0
5925,2.0,63.0,Yes,6.0,9.0,
5926,5.0,89.0,Yes,8.0,6.0,76.0
5927,3.0,79.0,Yes,,9.0,64.0
5928,2.0,48.0,Yes,8.0,8.0,26.0
5929,4.0,52.0,No,5.0,5.0,31.0
5930,4.0,79.0,No,7.0,0.0,63.0
5931,4.0,93.0,Yes,,6.0,77.0
5932,4.0,81.0,No,7.0,0.0,61.0
5933,3.0,56.0,No,4.0,4.0,33.0
5934,7.0,46.0,No,9.0,8.0,39.0
5935,9.0,56.0,Yes,5.0,9.0,52.0
5936,5.0,94.0,No,5.0,9.0,82.0
5937,4.0,89.0,Yes,9.0,8.0,
5938,2.0,63.0,No,4.0,0.0,37.0
5939,,41.0,No,6.0,5.0,16.0
5940,5.0,74.0,Yes,4.0,2.0,59.0
5941,7.0,67.0,No,5.0,8.0,59.0
5942,9.0,58.0,Yes,7.0,2.0,56.0
5943,7.0,72.0,No,8.0,1.0,59.0
5944,5.0,60.0,No,7.0,7.0,46.0
5945,6.0,92.0,No,5.0,2.0,80.0
5946,3.0,49.0,No,7.0,4.0,30.0
5947,5.0,92.0,Yes,6.0,5.0,78.0
5948,8.0,85.0,Yes,6.0,9.0,81.0
5949,1.0,84.0,No,4.0,9.0,57.0
5950,1.0,48.0,Yes,7.0,0.0,24.0
5951,7.0,77.0,No,7.0,6.0,66.0
5952,5.0,45.0,Yes,5.0,,31.0
5953,5.0,90.0,Yes,4.0,4.0,73.0
5954,1.0,92.0,Yes,4.0,8.0,66.0
5955,9.0,81.0,No,7.0,1.0,78.0
5956,1.0,94.0,Yes,,4.0,66.0
5957,5.0,74.0,Yes,7.0,1.0,57.0
5958,9.0,57.0,No,,1.0,50.0
5959,4.0,92.0,No,7.0,8.0,77.0
5960,,58.0,No,6.0,6.0,54.0
5961,6.0,44.0,Yes,9.0,3.0,30.0
5962,3.0,64.0,Yes,4.0,7.0,43.0
5963,4.0,50.0,Yes,9.0,3.0,34.0
5964,2.0,49.0,Yes,,0.0,26.0
5965,1.0,56.0,Yes,,9.0,36.0
5966,8.0,75.0,Yes,,2.0,69.0
5967,1.0,65.0,No,8.0,,39.0
5968,1.0,70.0,Yes,4.0,0.0,44.0
5969,4.0,71.0,Yes,5.0,1.0,56.0
5970,6.0,60.0,Yes,9.0,1.0,47.0
5971,9.0,57.0,No,8.0,6.0,56.0
5972,1.0,99.0,Yes,4.0,3.0,73.0
5973,7.0,57.0,No,8.0,9.0,48.0
5974,5.0,40.0,Yes,5.0,8.0,24.0
5975,8.0,53.0,No,5.0,1.0,49.0
5976,7.0,47.0,No,8.0,8.0,41.0
5977,4.0,41.0,No,6.0,5.0,24.0
5978,4.0,90.0,Yes,8.0,9.0,72.0
5979,6.0,54.0,No,9.0,7.0,45.0
5980,6.0,99.0,Yes,8.0,6.0,92.0
5981,9.0,73.0,No,8.0,7.0,68.0
5982,5.0,75.0,Yes,6.0,8.0,62.0
5983,8.0,40.0,No,7.0,7.0,36.0
5984,5.0,90.0,No,5.0,5.0,77.0
5985,,60.0,,9.0,7.0,40.0
5986,6.0,81.0,No,4.0,7.0,69.0
5987,9.0,40.0,Yes,5.0,1.0,38.0
5988,3.0,,No,5.0,1.0,50.0
5989,1.0,59.0,No,,,33.0
5990,,93.0,Yes,5.0,9.0,69.0
5991,3.0,86.0,Yes,5.0,1.0,63.0
5992,5.0,75.0,Yes,6.0,6.0,59.0
5993,3.0,78.0,No,6.0,2.0,54.0
5994,9.0,69.0,Yes,6.0,3.0,65.0
5995,8.0,46.0,Yes,6.0,3.0,41.0
5996,3.0,61.0,No,6.0,3.0,41.0
5997,9.0,96.0,Yes,9.0,1.0,94.0
5998,6.0,89.0,Yes,4.0,5.0,80.0
5999,7.0,84.0,No,7.0,0.0,74.0
6000,4.0,49.0,No,8.0,4.0,33.0
6001,4.0,95.0,No,9.0,1.0,78.0
6002,2.0,,No,6.0,8.0,21.0
6003,5.0,66.0,No,7.0,1.0,49.0
6004,8.0,49.0,Yes,8.0,5.0,43.0
6005,7.0,53.0,No,5.0,,40.0
6006,,85.0,No,9.0,5.0,77.0
6007,6.0,98.0,No,5.0,1.0,84.0
6008,3.0,91.0,Yes,,1.0,74.0
6009,5.0,93.0,Yes,4.0,6.0,78.0
6010,1.0,50.0,Yes,4.0,2.0,21.0
6011,7.0,45.0,Yes,7.0,2.0,34.0
6012,9.0,60.0,No,4.0,6.0,54.0
6013,1.0,72.0,No,4.0,7.0,47.0
6014,2.0,58.0,No,5.0,6.0,36.0
6015,3.0,78.0,Yes,4.0,2.0,53.0
6016,3.0,63.0,No,4.0,2.0,
6017,8.0,57.0,Yes,7.0,6.0,52.0
6018,7.0,74.0,Yes,4.0,2.0,66.0
6019,6.0,91.0,Yes,9.0,1.0,79.0
6020,4.0,82.0,No,6.0,6.0,63.0
6021,9.0,76.0,No,6.0,2.0,72.0
6022,1.0,58.0,No,7.0,4.0,33.0
6023,2.0,92.0,No,6.0,6.0,70.0
6024,4.0,63.0,Yes,5.0,1.0,
6025,3.0,95.0,No,9.0,7.0,73.0
6026,1.0,73.0,Yes,9.0,1.0,50.0
6027,5.0,61.0,,7.0,3.0,48.0
6028,7.0,43.0,Yes,4.0,,33.0
6029,2.0,96.0,Yes,6.0,7.0,72.0
6030,5.0,,Yes,5.0,0.0,31.0
6031,6.0,41.0,Yes,7.0,8.0,32.0
6032,7.0,47.0,Yes,7.0,5.0,34.0
6033,1.0,72.0,No,4.0,3.0,41.0
6034,7.0,,No,8.0,5.0,91.0
6035,4.0,77.0,Yes,6.0,5.0,61.0
6036,8.0,82.0,No,5.0,8.0,75.0
6037,4.0,98.0,No,7.0,3.0,80.0
6038,6.0,67.0,No,6.0,7.0,57.0
6039,9.0,49.0,No,5.0,0.0,46.0
6040,5.0,84.0,Yes,9.0,5.0,71.0
6041,4.0,40.0,No,9.0,4.0,21.0
6042,8.0,73.0,Yes,5.0,2.0,69.0
6043,9.0,42.0,Yes,9.0,3.0,37.0
6044,4.0,48.0,No,7.0,7.0,32.0
6045,3.0,44.0,No,6.0,9.0,26.0
6046,8.0,81.0,Yes,5.0,1.0,74.0
6047,5.0,49.0,Yes,7.0,7.0,34.0
6048,2.0,51.0,No,6.0,6.0,24.0
6049,9.0,57.0,No,6.0,0.0,53.0
6050,3.0,97.0,Yes,7.0,1.0,74.0
6051,,60.0,No,6.0,6.0,37.0
6052,1.0,60.0,Yes,8.0,2.0,31.0
6053,8.0,40.0,Yes,5.0,1.0,29.0
6054,3.0,42.0,Yes,5.0,0.0,21.0
6055,7.0,44.0,Yes,6.0,6.0,37.0
6056,1.0,64.0,No,7.0,2.0,37.0
6057,1.0,97.0,Yes,4.0,5.0,73.0
6058,9.0,88.0,Yes,9.0,9.0,87.0
6059,8.0,47.0,No,6.0,7.0,45.0
6060,3.0,56.0,No,4.0,5.0,32.0
6061,6.0,48.0,Yes,6.0,6.0,35.0
6062,3.0,71.0,No,4.0,5.0,52.0
6063,4.0,45.0,No,6.0,6.0,27.0
6064,1.0,88.0,Yes,,4.0,65.0
6065,5.0,79.0,No,9.0,8.0,64.0
6066,1.0,,No,4.0,2.0,30.0
6067,1.0,46.0,No,8.0,5.0,
6068,7.0,46.0,No,7.0,8.0,35.0
6069,6.0,86.0,No,9.0,0.0,
6070,2.0,78.0,Yes,6.0,4.0,55.0
6071,2.0,93.0,No,4.0,3.0,71.0
6072,7.0,66.0,Yes,9.0,8.0,60.0
6073,1.0,47.0,Yes,5.0,0.0,19.0
6074,2.0,48.0,No,7.0,3.0,25.0
6075,8.0,67.0,No,4.0,0.0,55.0
6076,6.0,54.0,No,7.0,2.0,41.0
6077,2.0,41.0,No,4.0,3.0,17.0
6078,7.0,46.0,No,5.0,0.0,36.0
6079,4.0,86.0,No,8.0,,71.0
6080,2.0,57.0,No,5.0,5.0,35.0
6081,6.0,61.0,No,6.0,0.0,48.0
6082,9.0,89.0,No,7.0,9.0,82.0
6083,9.0,49.0,No,8.0,9.0,48.0
6084,8.0,93.0,No,7.0,3.0,86.0
6085,3.0,,No,9.0,3.0,69.0
6086,3.0,72.0,Yes,4.0,0.0,50.0
6087,2.0,46.0,No,6.0,1.0,22.0
6088,5.0,42.0,Yes,6.0,,25.0
6089,,53.0,Yes,7.0,4.0,33.0
6090,7.0,83.0,No,,1.0,71.0
6091,4.0,85.0,Yes,7.0,2.0,70.0
6092,9.0,75.0,No,4.0,8.0,71.0
6093,2.0,52.0,No,4.0,4.0,
6094,6.0,55.0,Yes,,0.0,44.0
6095,7.0,55.0,No,5.0,4.0,46.0
6096,4.0,93.0,Yes,5.0,2.0,76.0
6097,6.0,44.0,Yes,4.0,0.0,29.0
6098,7.0,91.0,No,8.0,2.0,84.0
6099,4.0,64.0,Yes,5.0,5.0,47.0
6100,8.0,77.0,Yes,7.0,9.0,70.0
6101,9.0,77.0,No,4.0,4.0,73.0
6102,1.0,89.0,Yes,6.0,0.0,63.0
6103,,77.0,No,6.0,1.0,68.0
6104,9.0,78.0,No,5.0,4.0,74.0
6105,5.0,,,8.0,8.0,82.0
6106,2.0,95.0,No,9.0,4.0,77.0
6107,6.0,87.0,Yes,5.0,4.0,77.0
6108,7.0,80.0,No,8.0,0.0,71.0
6109,2.0,65.0,Yes,5.0,4.0,39.0
6110,2.0,98.0,Yes,6.0,7.0,77.0
6111,1.0,52.0,No,8.0,8.0,25.0
6112,,83.0,No,6.0,9.0,63.0
6113,7.0,90.0,No,7.0,2.0,80.0
6114,9.0,65.0,Yes,7.0,3.0,62.0
6115,3.0,94.0,No,4.0,6.0,75.0
6116,7.0,94.0,Yes,6.0,6.0,88.0
6117,7.0,40.0,No,6.0,0.0,31.0
6118,7.0,47.0,No,4.0,5.0,36.0
6119,2.0,43.0,Yes,,8.0,21.0
6120,6.0,60.0,Yes,7.0,4.0,50.0
6121,2.0,61.0,No,8.0,7.0,40.0
6122,6.0,,No,8.0,9.0,
6123,3.0,92.0,No,9.0,8.0,75.0
6124,2.0,97.0,Yes,7.0,,76.0
6125,6.0,76.0,,9.0,9.0,66.0
6126,2.0,88.0,No,5.0,2.0,59.0
6127,5.0,42.0,Yes,6.0,0.0,26.0
6128,2.0,58.0,No,8.0,1.0,33.0
6129,3.0,40.0,Yes,5.0,,19.0
6130,3.0,68.0,Yes,8.0,9.0,49.0
6131,6.0,62.0,No,4.0,6.0,50.0
6132,6.0,72.0,No,6.0,,56.0
6133,3.0,94.0,Yes,9.0,3.0,74.0
6134,3.0,91.0,Yes,9.0,8.0,72.0
6135,1.0,80.0,No,8.0,3.0,53.0
6136,7.0,62.0,Yes,7.0,2.0,60.0
6137,8.0,44.0,Yes,9.0,4.0,35.0
6138,2.0,46.0,No,4.0,3.0,22.0
6139,,96.0,Yes,4.0,1.0,80.0
6140,7.0,97.0,Yes,7.0,2.0,88.0
6141,,45.0,Yes,4.0,6.0,39.0
6142,1.0,88.0,Yes,6.0,1.0,63.0
6143,4.0,61.0,Yes,8.0,0.0,44.0
6144,6.0,88.0,Yes,4.0,1.0,72.0
6145,3.0,,No,6.0,7.0,
6146,5.0,51.0,,7.0,7.0,39.0
6147,9.0,43.0,No,8.0,9.0,45.0
6148,3.0,47.0,No,7.0,1.0,
6149,5.0,76.0,Yes,8.0,5.0,63.0
6150,8.0,70.0,No,4.0,6.0,63.0
6151,6.0,,Yes,4.0,0.0,63.0
6152,4.0,,No,8.0,6.0,64.0
6153,8.0,65.0,Yes,,7.0,62.0
6154,3.0,82.0,No,6.0,8.0,64.0
6155,3.0,47.0,Yes,6.0,7.0,28.0
6156,,79.0,No,5.0,2.0,60.0
6157,9.0,72.0,No,9.0,7.0,70.0
6158,5.0,84.0,No,9.0,2.0,70.0
6159,8.0,68.0,No,9.0,5.0,60.0
6160,6.0,44.0,No,6.0,3.0,33.0
6161,3.0,67.0,Yes,4.0,6.0,46.0
6162,8.0,92.0,No,5.0,7.0,88.0
6163,9.0,79.0,Yes,6.0,9.0,78.0
6164,8.0,56.0,No,4.0,5.0,47.0
6165,4.0,94.0,No,5.0,9.0,75.0
6166,6.0,62.0,No,4.0,3.0,51.0
6167,1.0,84.0,Yes,8.0,7.0,61.0
6168,4.0,48.0,No,4.0,6.0,29.0
6169,8.0,41.0,No,5.0,9.0,36.0
6170,1.0,71.0,Yes,6.0,7.0,44.0
6171,3.0,90.0,Yes,9.0,9.0,75.0
6172,1.0,91.0,Yes,5.0,6.0,63.0
6173,9.0,88.0,,6.0,2.0,85.0
6174,2.0,70.0,No,,2.0,46.0
6175,9.0,46.0,Yes,7.0,8.0,44.0
6176,4.0,69.0,Yes,8.0,6.0,55.0
6177,2.0,,No,7.0,0.0,76.0
6178,4.0,,Yes,9.0,2.0,25.0
6179,6.0,90.0,Yes,5.0,0.0,74.0
6180,7.0,90.0,Yes,7.0,5.0,79.0
6181,3.0,95.0,No,9.0,1.0,75.0
6182,3.0,48.0,Yes,6.0,6.0,28.0
6183,,49.0,Yes,5.0,7.0,44.0
6184,,,,7.0,5.0,72.0
6185,,89.0,No,,4.0,72.0
6186,7.0,97.0,No,9.0,9.0,94.0
6187,7.0,86.0,Yes,9.0,3.0,79.0
6188,9.0,65.0,No,8.0,8.0,64.0
6189,9.0,40.0,Yes,4.0,7.0,35.0
6190,5.0,69.0,No,5.0,4.0,54.0
6191,8.0,,No,7.0,0.0,90.0
6192,1.0,,Yes,6.0,7.0,52.0
6193,9.0,54.0,Yes,7.0,7.0,50.0
6194,8.0,64.0,Yes,5.0,6.0,58.0
6195,6.0,45.0,No,5.0,6.0,33.0
6196,3.0,,Yes,5.0,7.0,38.0
6197,3.0,40.0,No,5.0,0.0,17.0
6198,8.0,95.0,No,9.0,2.0,90.0
6199,5.0,42.0,Yes,7.0,3.0,32.0
6200,7.0,56.0,No,4.0,5.0,46.0
6201,5.0,87.0,No,6.0,9.0,76.0
6202,8.0,47.0,Yes,6.0,9.0,45.0
6203,4.0,99.0,No,8.0,8.0,81.0
6204,2.0,88.0,No,9.0,3.0,66.0
6205,3.0,79.0,Yes,5.0,5.0,59.0
6206,8.0,56.0,Yes,,8.0,54.0
6207,7.0,64.0,Yes,5.0,8.0,
6208,2.0,80.0,No,9.0,5.0,55.0
6209,6.0,51.0,No,4.0,4.0,36.0
6210,9.0,68.0,No,5.0,2.0,66.0
6211,4.0,64.0,Yes,8.0,4.0,47.0
6212,9.0,90.0,No,8.0,2.0,89.0
6213,2.0,75.0,No,4.0,4.0,50.0
6214,2.0,92.0,No,9.0,9.0,69.0
6215,9.0,93.0,Yes,5.0,9.0,94.0
6216,,64.0,Yes,7.0,0.0,54.0
6217,7.0,68.0,Yes,7.0,5.0,60.0
6218,1.0,50.0,No,6.0,6.0,22.0
6219,6.0,99.0,No,4.0,1.0,
6220,7.0,43.0,Yes,7.0,2.0,34.0
6221,,53.0,Yes,6.0,9.0,40.0
6222,6.0,85.0,No,8.0,8.0,78.0
6223,2.0,77.0,Yes,6.0,7.0,56.0
6224,6.0,56.0,No,5.0,3.0,45.0
6225,4.0,41.0,Yes,5.0,7.0,23.0
6226,9.0,47.0,Yes,8.0,7.0,45.0
6227,1.0,75.0,Yes,4.0,5.0,50.0
6228,8.0,49.0,No,9.0,,37.0
6229,5.0,46.0,Yes,5.0,1.0,29.0
6230,1.0,75.0,No,5.0,3.0,44.0
6231,,55.0,Yes,6.0,,38.0
6232,1.0,53.0,,6.0,1.0,24.0
6233,6.0,55.0,,6.0,8.0,43.0
6234,2.0,64.0,No,7.0,1.0,39.0
6235,,80.0,Yes,8.0,5.0,70.0
6236,7.0,43.0,No,4.0,4.0,
6237,2.0,68.0,Yes,6.0,3.0,47.0
6238,6.0,95.0,No,4.0,5.0,85.0
6239,6.0,45.0,No,6.0,3.0,32.0
6240,5.0,40.0,Yes,5.0,8.0,24.0
6241,5.0,,Yes,4.0,9.0,60.0
6242,3.0,40.0,No,7.0,,20.0
6243,2.0,90.0,No,,2.0,
6244,7.0,79.0,Yes,9.0,9.0,
6245,1.0,96.0,No,8.0,3.0,70.0
6246,6.0,42.0,No,5.0,0.0,25.0
6247,6.0,40.0,No,6.0,5.0,25.0
6248,3.0,40.0,No,4.0,1.0,20.0
6249,2.0,78.0,Yes,6.0,3.0,59.0
6250,2.0,,Yes,5.0,4.0,33.0
6251,9.0,84.0,No,8.0,7.0,81.0
6252,5.0,69.0,No,8.0,2.0,51.0
6253,7.0,71.0,Yes,,5.0,64.0
6254,5.0,72.0,No,9.0,0.0,58.0
6255,7.0,87.0,No,5.0,8.0,78.0
6256,4.0,61.0,No,9.0,0.0,43.0
6257,8.0,69.0,No,9.0,1.0,64.0
6258,7.0,93.0,No,6.0,0.0,85.0
6259,5.0,85.0,Yes,5.0,7.0,73.0
6260,6.0,43.0,No,5.0,3.0,32.0
6261,5.0,62.0,No,,1.0,46.0
6262,7.0,94.0,No,7.0,6.0,85.0
6263,2.0,83.0,Yes,,,64.0
6264,5.0,64.0,No,8.0,8.0,50.0
6265,3.0,51.0,No,4.0,4.0,29.0
6266,9.0,56.0,Yes,9.0,2.0,53.0
6267,6.0,92.0,Yes,4.0,0.0,83.0
6268,3.0,54.0,Yes,6.0,7.0,36.0
6269,7.0,49.0,Yes,4.0,5.0,37.0
6270,4.0,74.0,No,7.0,4.0,57.0
6271,3.0,94.0,No,5.0,6.0,75.0
6272,8.0,,No,8.0,,84.0
6273,,91.0,Yes,4.0,3.0,74.0
6274,1.0,68.0,No,4.0,4.0,40.0
6275,6.0,51.0,Yes,,6.0,37.0
6276,1.0,40.0,Yes,6.0,5.0,11.0
6277,5.0,40.0,No,5.0,,28.0
6278,7.0,49.0,Yes,8.0,9.0,40.0
6279,6.0,57.0,Yes,4.0,8.0,47.0
6280,2.0,86.0,,5.0,9.0,65.0
6281,4.0,41.0,No,8.0,1.0,
6282,,88.0,Yes,5.0,6.0,66.0
6283,1.0,47.0,No,4.0,0.0,19.0
6284,3.0,61.0,No,6.0,7.0,43.0
6285,3.0,61.0,Yes,6.0,3.0,41.0
6286,7.0,65.0,Yes,6.0,7.0,56.0
6287,1.0,65.0,No,7.0,7.0,42.0
6288,9.0,48.0,No,5.0,3.0,45.0
6289,6.0,60.0,Yes,4.0,3.0,46.0
6290,4.0,70.0,No,5.0,4.0,51.0
6291,3.0,91.0,Yes,6.0,6.0,74.0
6292,3.0,82.0,Yes,9.0,5.0,67.0
6293,2.0,45.0,No,9.0,0.0,21.0
6294,2.0,,No,5.0,,73.0
6295,5.0,53.0,No,8.0,2.0,39.0
6296,9.0,72.0,No,9.0,8.0,69.0
6297,2.0,46.0,No,9.0,2.0,24.0
6298,2.0,63.0,Yes,5.0,8.0,36.0
6299,6.0,48.0,No,7.0,4.0,38.0
6300,2.0,50.0,Yes,7.0,9.0,29.0
6301,4.0,95.0,No,6.0,7.0,
6302,6.0,62.0,Yes,4.0,8.0,48.0
6303,5.0,87.0,No,8.0,8.0,71.0
6304,1.0,90.0,No,4.0,6.0,61.0
6305,6.0,41.0,Yes,4.0,9.0,29.0
6306,1.0,54.0,No,8.0,0.0,31.0
6307,3.0,74.0,No,7.0,7.0,56.0
6308,5.0,75.0,Yes,9.0,6.0,62.0
6309,5.0,91.0,Yes,,3.0,78.0
6310,6.0,93.0,Yes,5.0,5.0,83.0
6311,8.0,67.0,No,7.0,9.0,65.0
6312,5.0,78.0,Yes,6.0,1.0,65.0
6313,1.0,83.0,Yes,9.0,3.0,59.0
6314,5.0,43.0,No,7.0,7.0,
6315,3.0,49.0,No,8.0,3.0,32.0
6316,4.0,45.0,No,4.0,9.0,27.0
6317,8.0,96.0,No,8.0,3.0,89.0
6318,7.0,69.0,No,9.0,3.0,57.0
6319,5.0,,No,5.0,9.0,77.0
6320,2.0,85.0,Yes,8.0,8.0,65.0
6321,6.0,74.0,Yes,,1.0,63.0
