,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
2757,2022-05-14,2.0,9000.0,450.0,1 out of 3,Super Area,"Shakarpur Khas, Shakarpur",Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2758,2022-06-04,2.0,13000.0,400.0,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,,1.0,Contact Agent
2759,2022-05-14,2.0,7000.0,500.0,1 out of 5,Super Area,Vinod Nagar West,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2760,2022-07-09,1.0,18000.0,450.0,,Carpet Area,Munirka,Delhi,Furnished,Bachelors/Family,1.0,Contact Agent
2761,2022-05-14,1.0,3500.0,350.0,1 out of 3,Super Area,,,Unfurnished,Bachelors/Family,1.0,Contact Owner
2762,,4.0,65000.0,272.0,1 out of 4,Carpet Area,Model Town,Delhi,Unfurnished,Bachelors/Family,4.0,Contact Agent
2763,2022-06-13,1.0,19000.0,545.0,2 out of 3,Super Area,Dwarka,,Furnished,Bachelors/Family,1.0,Contact Owner
2764,2022-05-10,2.0,23000.0,84.0,Ground out of 4,Super Area,Paschim Vihar,Delhi,,Bachelors/Family,2.0,Contact Owner
2765,2022-06-16,1.0,12000.0,600.0,2 out of 4,Super Area,Kalkaji,Delhi,Furnished,Bachelors/Family,1.0,Contact Owner
2766,2022-06-30,2.0,15000.0,75.0,3 out of 4,Super Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2767,2022-06-08,3.0,38000.0,165.0,2 out of 4,Carpet Area,"Dayanand Vihar, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2.0,Contact Owner
2768,2022-07-04,3.0,50000.0,1100.0,1 out of 4,Carpet Area,,Delhi,Unfurnished,Bachelors,3.0,Contact Agent
2769,2022-06-02,1.0,6500.0,500.0,,,Falt,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2770,2022-07-04,3.0,35000.0,150.0,1 out of 3,Carpet Area,Janakpuri,Delhi,Semi-Furnished,Bachelors,3.0,
2771,2022-05-05,2.0,15000.0,70.0,2 out of 5,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2772,2022-05-05,3.0,30000.0,,1 out of 2,Super Area,Mausam Vihar,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2773,2022-05-05,2.0,10000.0,70.0,1 out of 5,Super Area,"Khanpur, Madangir",Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2774,,1.0,18000.0,300.0,3 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,1.0,Contact Agent
2775,2022-06-20,3.0,30000.0,1800.0,1 out of 4,Carpet Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,3.0,Contact Agent
2776,2022-05-27,1.0,16000.0,400.0,3 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Agent
2777,,3.0,22000.0,1250.0,2 out of 3,Super Area,Cghs apts.,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2778,2022-06-08,2.0,9000.0,480.0,1 out of 4,Super Area,,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2779,2022-06-17,2.0,20200.0,,2 out of 4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2.0,Contact Agent
2780,2022-06-15,2.0,,84.0,2 out of 4,Carpet Area,Paschim Vihar Block A6,Delhi,Semi-Furnished,Bachelors,2.0,Contact Agent
2781,2022-07-09,2.0,,600.0,3 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,2.0,Contact Agent
2782,2022-07-06,2.0,20000.0,600.0,Ground out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,2.0,Contact Agent
2783,2022-05-14,2.0,,720.0,2 out of 4,Super Area,Govindpuri Main,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2784,2022-05-27,2.0,6500.0,75.0,1 out of 1,Carpet Area,Najafgarh,Delhi,Unfurnished,,1.0,Contact Owner
2785,2022-04-29,3.0,25000.0,1000.0,1 out of 4,Super Area,"Everest Apartment, Kalkaji",Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2786,2022-05-19,2.0,20000.0,900.0,2 out of 4,Carpet Area,,Delhi,Semi-Furnished,Bachelors,2.0,Contact Agent
2787,2022-06-28,2.0,33000.0,2200.0,,Carpet Area,Janakpuri,Delhi,Semi-Furnished,Family,2.0,Contact Owner
2788,2022-06-03,3.0,18000.0,900.0,Ground out of 4,Carpet Area,Mayur Vihar 3,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2789,2022-05-31,1.0,13000.0,550.0,3 out of 3,Carpet Area,Pitampura,Delhi,Semi-Furnished,,1.0,Contact Owner
2790,,2.0,10000.0,450.0,4 out of 5,Super Area,Palam,,Furnished,Bachelors/Family,1.0,Contact Owner
2791,2022-04-29,2.0,10000.0,470.0,2 out of 4,Super Area,Pul Prahlad Pur,Delhi,Furnished,Bachelors/Family,2.0,Contact Owner
2792,2022-05-10,3.0,23000.0,125.0,3 out of 4,Super Area,"Khirki extension, Malviya Nagar",Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2793,2022-05-27,1.0,20000.0,400.0,3 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Furnished,Bachelors/Family,,
2794,2022-05-23,4.0,150000.0,2600.0,2 out of 2,Carpet Area,Vasant Vihar,,Semi-Furnished,Bachelors/Family,4.0,Contact Owner
2795,2022-05-14,3.0,25000.0,1500.0,,Carpet Area,"DJA Apartments, Dwarka Sector 13",Delhi,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
2796,2022-05-10,2.0,21000.0,80.0,3 out of 4,Super Area,Dwarka Sector 17,Delhi,,Bachelors/Family,1.0,Contact Owner
2797,,3.0,30000.0,,3 out of 3,Carpet Area,,Delhi,Semi-Furnished,Bachelors/Family,,Contact Owner
2798,2022-06-04,2.0,22000.0,1000.0,4 out of 5,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2799,2022-04-29,2.0,14000.0,800.0,3 out of 5,Super Area,Mehrauli,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2800,2022-05-23,2.0,7000.0,50.0,2 out of 5,Super Area,Dwarka Sector 14,Delhi,Furnished,Bachelors/Family,1.0,Contact Owner
2801,2022-05-23,2.0,18500.0,1000.0,2 out of 5,Super Area,"Kishangarh, Vasant Kunj",Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2802,2022-05-18,1.0,8500.0,550.0,2 out of 3,,Chhattarpur Enclave,,Unfurnished,Bachelors,1.0,
2803,2022-05-18,1.0,8000.0,450.0,Ground out of 4,Carpet Area,,Delhi,Unfurnished,Bachelors,1.0,Contact Agent
2804,2022-07-05,,10000.0,670.0,2 out of 4,,Ram Nagar,Delhi,Furnished,Bachelors/Family,2.0,Contact Owner
2805,,2.0,15000.0,700.0,1 out of 3,Super Area,Dwarka,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2806,2022-05-05,3.0,37000.0,125.0,3 out of 4,Super Area,"Vikram Vihar, Lajpat Nagar",Delhi,Semi-Furnished,Bachelors,2.0,
2807,2022-06-30,3.0,90000.0,1872.0,1 out of 5,Super Area,,Delhi,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
2808,2022-05-18,2.0,12000.0,650.0,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Agent
2809,2022-05-18,2.0,13000.0,550.0,1 out of 4,Carpet Area,Chhattarpur Enclave,,Unfurnished,Bachelors,2.0,Contact Agent
2810,2022-05-21,2.0,22000.0,84.0,Ground out of 4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2.0,Contact Agent
2811,2022-06-19,1.0,4000.0,,Ground out of 2,,Gopalpur,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2812,2022-06-04,2.0,12000.0,1000.0,1 out of 4,Super Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2813,2022-05-14,,9000.0,65.0,3 out of 4,Super Area,Lado Sarai,,Unfurnished,Bachelors/Family,1.0,Contact Owner
2814,2022-05-05,2.0,14000.0,75.0,2 out of 4,Super Area,Pandav Nagar,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2815,2022-07-06,1.0,15000.0,,Ground out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Furnished,Bachelors,1.0,Contact Agent
2816,2022-05-10,2.0,12500.0,900.0,3 out of 4,,Surya Apartment pocket a11,Delhi,Unfurnished,Bachelors,2.0,Contact Owner
2817,2022-07-06,3.0,30000.0,900.0,3 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,3.0,Contact Agent
2818,2022-07-01,2.0,9500.0,650.0,Ground out of 3,Super Area,Mayur Vihar,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2819,2022-05-19,2.0,15000.0,900.0,4 out of 5,Super Area,,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2820,2022-05-19,1.0,12000.0,800.0,3 out of 5,,,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2821,2022-06-30,,8000.0,410.0,2 out of 4,Carpet Area,Dwarka Sector 23B,Delhi,Unfurnished,Bachelors,1.0,Contact Owner
2822,2022-05-05,3.0,70000.0,1500.0,2 out of 3,Super Area,Rajouri Garden,Delhi,Furnished,Bachelors/Family,3.0,Contact Owner
2823,2022-05-21,4.0,250000.0,2800.0,2 out of 3,Carpet Area,Safdarjung Enclave,Delhi,Unfurnished,Bachelors/Family,4.0,
2824,,3.0,31500.0,1800.0,2 out of 4,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors,2.0,Contact Agent
2825,2022-06-22,2.0,30000.0,1400.0,Ground out of 4,Carpet Area,"Sarita Vihar, Mathura Road",Delhi,Semi-Furnished,Bachelors,2.0,Contact Agent
2826,2022-05-14,3.0,60000.0,1600.0,3 out of 4,Super Area,Greater Kailash,Delhi,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
2827,,3.0,35000.0,,3 out of 4,Carpet Area,Rajouri Garden,Delhi,Semi-Furnished,Bachelors,2.0,
2828,2022-07-03,3.0,,1150.0,2 out of 4,Carpet Area,"Vikram Vihar, Lajpat Nagar",Delhi,Unfurnished,Bachelors/Family,3.0,Contact Agent
2829,2022-05-05,2.0,20000.0,110.0,Ground out of 2,Super Area,Karawal Nagar,Delhi,Semi-Furnished,,1.0,Contact Owner
2830,2022-06-03,1.0,6500.0,300.0,3 out of 3,Super Area,"Tagore Garden, Rajouri Garden, Najafgarh Road",Delhi,Furnished,Bachelors/Family,1.0,Contact Owner
2831,2022-06-23,2.0,17000.0,750.0,1 out of 4,Carpet Area,"Panchsheel Vihar, Sheikh Sarai",Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
2832,2022-07-09,1.0,,450.0,1 out of 4,Carpet Area,Paschim Vihar Block A6,Delhi,Semi-Furnished,Bachelors,1.0,Contact Agent
2833,2022-06-30,2.0,,410.0,2 out of 4,Super Area,Ghitorni,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2834,2022-06-08,2.0,20000.0,800.0,,Super Area,Janakpuri,Delhi,Furnished,Bachelors/Family,1.0,Contact Owner
2835,2022-04-29,3.0,18000.0,120.0,4 out of 5,,Bhalswa,Delhi,Furnished,Bachelors/Family,3.0,Contact Owner
2836,2022-06-20,1.0,15000.0,650.0,2 out of 4,Carpet Area,Saket,Delhi,,Bachelors,1.0,Contact Agent
2837,2022-05-14,2.0,13000.0,400.0,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1.0,Contact Agent
2838,2022-04-29,2.0,20000.0,810.0,3 out of 3,Super Area,Vikaspuri,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2839,2022-06-22,3.0,12000.0,700.0,1 out of 3,,"Indraprastha Extension, Patparganj",Delhi,Furnished,Bachelors/Family,2.0,Contact Owner
2840,2022-06-30,2.0,40000.0,1125.0,Ground out of 2,Super Area,,Delhi,Furnished,Bachelors/Family,2.0,Contact Owner
2841,2022-06-30,2.0,,600.0,4 out of 5,Super Area,Rohini Sector 7,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2842,2022-05-21,3.0,95000.0,1300.0,1 out of 4,Carpet Area,South Extension 1,Delhi,Furnished,Bachelors,,Contact Agent
2843,2022-06-09,3.0,68000.0,1450.0,2 out of 4,Carpet Area,Lajpat Nagar 3,Delhi,Semi-Furnished,,3.0,Contact Agent
2844,2022-05-05,3.0,18000.0,,1 out of 5,Super Area,Tri Nagar,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2845,2022-06-28,4.0,130000.0,3500.0,1 out of 3,Carpet Area,Anand Niketan,Delhi,Semi-Furnished,Bachelors,6.0,Contact Agent
2846,2022-06-28,4.0,150000.0,4000.0,3 out of 3,Carpet Area,,,Semi-Furnished,Bachelors,7.0,Contact Agent
2847,2022-06-28,3.0,75000.0,2500.0,,Carpet Area,Sarvodaya Enclave,Delhi,,,,Contact Agent
2848,2022-06-06,4.0,,3000.0,2 out of 4,Carpet Area,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors,5.0,Contact Agent
2849,2022-06-28,,150000.0,3500.0,3 out of 3,Carpet Area,Vasant Vihar,Delhi,Semi-Furnished,Bachelors,6.0,Contact Agent
2850,2022-05-30,1.0,10000.0,240.0,4 out of 5,Super Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,1.0,Contact Owner
2851,2022-05-18,3.0,24000.0,1250.0,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,,Bachelors,2.0,Contact Agent
2852,2022-05-23,3.0,28000.0,1000.0,2 out of 5,Super Area,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2853,2022-07-01,3.0,28000.0,900.0,2 out of 4,Carpet Area,"Panchsheel Vihar, Sheikh Sarai",,Unfurnished,Bachelors,2.0,Contact Owner
2854,2022-07-07,2.0,18000.0,900.0,Ground out of 4,Carpet Area,Jhilmil Colony,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
2855,,,27000.0,1250.0,3 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors/Family,3.0,Contact Agent
2856,2022-05-18,2.0,17000.0,650.0,2 out of 4,,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Agent
2857,,3.0,350000.0,3200.0,1 out of 2,Super Area,Sundar Nagar,Delhi,Semi-Furnished,,4.0,Contact Owner
2858,2022-04-29,2.0,25000.0,900.0,2 out of 3,,Pitampura,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2859,2022-05-18,3.0,16500.0,1250.0,2 out of 4,Carpet Area,Chattarpur Extension,Delhi,Unfurnished,Bachelors,2.0,Contact Agent
2860,2022-06-29,2.0,14000.0,60.0,3 out of 3,Carpet Area,Rohini Sector 21,Delhi,Semi-Furnished,Bachelors,2.0,Contact Owner
2861,2022-04-29,2.0,18000.0,90.0,3 out of 4,Super Area,Mahaveer Nagar,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2862,2022-05-10,2.0,10000.0,55.0,3 out of 4,Super Area,Peera Garhi,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2863,2022-04-29,2.0,10000.0,50.0,1 out of 2,Super Area,Dwarka Sector 8,Delhi,Unfurnished,,1.0,Contact Owner
2864,2022-05-24,4.0,100000.0,400.0,Ground out of 4,Carpet Area,Sarvodaya Enclave,Delhi,Unfurnished,Bachelors/Family,,Contact Agent
2865,2022-07-08,2.0,25000.0,680.0,2 out of 4,Carpet Area,,Delhi,Furnished,Bachelors,1.0,Contact Agent
2866,2022-06-15,2.0,22999.0,,,Carpet Area,Paschim Vihar Block A3,Delhi,Semi-Furnished,Bachelors,2.0,Contact Agent
2867,2022-05-05,2.0,6000.0,500.0,2 out of 3,Super Area,,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2868,2022-06-02,2.0,40000.0,900.0,Ground out of 3,Carpet Area,Vasant Kunj,Delhi,Furnished,Bachelors/Family,2.0,Contact Owner
2869,2022-06-30,3.0,250000.0,2000.0,3 out of 6,,Defence Colony,Delhi,Furnished,,3.0,Contact Owner
2870,2022-06-30,1.0,13000.0,40.0,,Carpet Area,,Delhi,Furnished,Bachelors/Family,1.0,Contact Agent
2871,2022-06-12,1.0,14000.0,100.0,3 out of 3,Super Area,Chittaranjan Park,Delhi,Furnished,Bachelors/Family,1.0,Contact Agent
2872,2022-05-30,2.0,20000.0,950.0,,Carpet Area,"Geeta Colony PRWS Block 3 And 7, Rajgarh Colony",Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2873,2022-06-17,1.0,5500.0,200.0,1 out of 4,Carpet Area,Sultanpur,Delhi,Furnished,Bachelors,1.0,Contact Owner
2874,2022-07-06,2.0,32000.0,900.0,Ground out of 4,Carpet Area,,Delhi,Furnished,Bachelors/Family,2.0,Contact Agent
2875,,2.0,8000.0,750.0,1 out of 4,Super Area,Mehrauli,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2876,2022-05-18,3.0,25000.0,1400.0,3 out of 4,Carpet Area,Palam Extension,Delhi,Unfurnished,Family,3.0,
2877,2022-06-30,2.0,28000.0,100.0,2 out of 4,Carpet Area,Shalimar bagh,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
2878,2022-06-12,2.0,22000.0,100.0,1 out of 2,Super Area,Kalkaji,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
2879,2022-06-12,1.0,21000.0,100.0,,Super Area,Chittaranjan Park,Delhi,,Bachelors/Family,1.0,Contact Agent
2880,2022-05-27,2.0,30000.0,1000.0,2 out of 4,Super Area,"DDA Flats Sector E Pocket 1, Vasant Kunj",Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
2881,2022-06-30,1.0,12000.0,400.0,2 out of 4,Carpet Area,Lajpat Nagar,Delhi,Unfurnished,Bachelors/Family,,Contact Agent
2882,2022-06-23,1.0,15000.0,70.0,,Super Area,DS 19,Delhi,Unfurnished,Bachelors/Family,,Contact Owner
2883,2022-05-23,1.0,18000.0,450.0,Ground,Carpet Area,"DDA Flat AD Block, Shalimar Bagh AD Block",Delhi,Furnished,Bachelors/Family,1.0,
2884,2022-07-01,2.0,18000.0,900.0,3 out of 4,Carpet Area,"Acharya Niketan, Mayur Vihar",Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2885,2022-04-29,,10000.0,42.0,Ground out of 3,Super Area,Dwarka Sector 23,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2886,2022-06-30,1.0,16000.0,400.0,2 out of 4,Carpet Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,1.0,
2887,2022-04-28,2.0,20000.0,900.0,,Carpet Area,Amarpali Apartment,Delhi,Semi-Furnished,Bachelors,2.0,Contact Owner
2888,2022-05-31,4.0,28000.0,1500.0,2 out of 4,Carpet Area,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
2889,2022-05-31,1.0,7000.0,70.0,1 out of 4,Super Area,Palam,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2890,2022-06-08,2.0,30000.0,450.0,Ground out of 1,Carpet Area,Sethi floor nihal vihar,Delhi,Furnished,Bachelors/Family,1.0,
2891,,,15000.0,900.0,Ground out of 4,Carpet Area,Hari Nagar,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
2892,2022-05-11,1.0,8000.0,500.0,1 out of 5,Carpet Area,,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2893,2022-07-07,1.0,9000.0,400.0,2 out of 3,,Pitampura,Delhi,,Bachelors/Family,,Contact Agent
2894,2022-06-05,3.0,33500.0,150.0,2 out of 4,Carpet Area,,Delhi,Semi-Furnished,,2.0,Contact Agent
2895,2022-06-17,1.0,9500.0,450.0,1 out of 3,Carpet Area,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2896,2022-05-23,2.0,10000.0,540.0,1 out of 4,Super Area,,Delhi,,Bachelors/Family,1.0,Contact Owner
2897,,1.0,20000.0,400.0,3 out of 4,Carpet Area,Lajpat Nagar,,Furnished,Bachelors/Family,,Contact Agent
2898,,1.0,10000.0,450.0,2 out of 4,Carpet Area,"Chhattarpur Enclave Phase1, Chhattarpur",Delhi,Unfurnished,Bachelors/Family,1.0,Contact Agent
2899,2022-05-10,1.0,15000.0,,4 out of 5,Super Area,DS 19,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2900,2022-06-16,3.0,55000.0,1450.0,Ground out of 4,Carpet Area,Vasant Kunj,Delhi,Furnished,Bachelors,2.0,Contact Agent
2901,2022-06-17,2.0,20000.0,1000.0,2 out of 4,Carpet Area,,Delhi,Semi-Furnished,Bachelors,,Contact Agent
2902,2022-06-24,2.0,16000.0,,1 out of 4,Carpet Area,,Delhi,Semi-Furnished,Bachelors,2.0,Contact Agent
2903,2022-05-31,2.0,,,2 out of 3,Carpet Area,"DDA Flats Block B3, Keshav Puram, Tri Nagar",Delhi,Furnished,Bachelors/Family,2.0,Contact Owner
2904,2022-06-27,3.0,150000.0,300.0,2 out of 2,Super Area,Panchsheel Park,Delhi,Semi-Furnished,Bachelors/Family,3.0,Contact Agent
2905,2022-07-02,2.0,25000.0,1100.0,Ground out of 3,Super Area,New Delhi,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2906,2022-06-24,1.0,9000.0,600.0,1 out of 4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,1.0,Contact Agent
2907,2022-06-24,1.0,,450.0,3 out of 4,Super Area,"Manak Vihar, Anand Vihar",Delhi,Semi-Furnished,Bachelors,1.0,Contact Owner
2908,2022-06-21,2.0,11500.0,550.0,2 out of 4,Carpet Area,Mayur Vihar 1,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Agent
2909,2022-06-23,3.0,16000.0,1000.0,1 out of 4,Super Area,Dwarka Mor,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Agent
2910,2022-05-18,3.0,23000.0,1250.0,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,2.0,
2911,2022-05-18,4.0,30000.0,1950.0,2 out of 4,,Chhattarpur Enclave,Delhi,Semi-Furnished,Bachelors/Family,4.0,Contact Agent
2912,2022-06-25,3.0,110000.0,1750.0,4 out of 4,Carpet Area,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors,4.0,Contact Agent
2913,2022-06-04,1.0,3500.0,25.0,3 out of 4,Super Area,Burari,Delhi,Unfurnished,,1.0,Contact Owner
2914,2022-06-12,2.0,12100.0,700.0,3 out of 4,Carpet Area,Shadipur,Delhi,Unfurnished,Bachelors,1.0,Contact Agent
2915,2022-07-04,2.0,19000.0,1800.0,1 out of 2,Carpet Area,"Naveen Shahdara, Shahdara",Delhi,Unfurnished,Bachelors,1.0,Contact Owner
2916,2022-05-25,2.0,40000.0,1000.0,3 out of 3,Super Area,Greater Kailash 2,Delhi,,Bachelors/Family,,Contact Owner
2917,2022-05-27,2.0,8000.0,200.0,2 out of 3,Super Area,,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2918,2022-07-05,3.0,42000.0,1700.0,,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors,3.0,Contact Agent
2919,,3.0,,70.0,Ground out of 4,Super Area,Pandav Nagar,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2920,2022-07-05,3.0,44000.0,1700.0,3 out of 4,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors,3.0,Contact Agent
2921,2022-06-25,1.0,11000.0,450.0,1 out of 4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,1.0,Contact Agent
2922,2022-07-05,3.0,40000.0,1350.0,2 out of 3,Carpet Area,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors,3.0,Contact Agent
2923,2022-05-31,4.0,150000.0,2550.0,3 out of 4,Super Area,Greater Kailash 1,Delhi,Semi-Furnished,Bachelors/Family,4.0,Contact Agent
2924,,2.0,13000.0,650.0,2 out of 4,Carpet Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Agent
2925,2022-05-18,2.0,17500.0,650.0,2 out of 4,Carpet Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
2926,,3.0,,1250.0,1 out of 4,Carpet Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,3.0,Contact Agent
2927,2022-05-18,3.0,24000.0,1250.0,2 out of 4,Carpet Area,Chhattarpur,Delhi,Unfurnished,Bachelors,2.0,Contact Agent
2928,2022-06-15,3.0,30000.0,1000.0,3 out of 4,Carpet Area,Mayur Vihar Phase 1 Extension,Delhi,Unfurnished,Bachelors/Family,2.0,Contact Owner
2929,2022-05-31,1.0,10000.0,500.0,2 out of 3,Super Area,,,Semi-Furnished,,1.0,Contact Owner
2930,2022-06-16,1.0,10000.0,500.0,3 out of 4,,Neb Sarai,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Agent
2931,2022-07-04,3.0,90000.0,1550.0,2 out of 4,Carpet Area,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors,3.0,Contact Agent
2932,2022-06-14,4.0,280000.0,3800.0,1 out of 4,Carpet Area,"Maharani Bagh, New Friends Colony",Delhi,Semi-Furnished,Bachelors/Family,5.0,Contact Agent
2933,2022-06-28,2.0,32000.0,1150.0,1 out of 4,Super Area,Shalimar bagh,Delhi,Unfurnished,Bachelors,2.0,Contact Owner
2934,2022-05-26,3.0,80000.0,2000.0,3 out of 4,Carpet Area,Sarvodaya Enclave,Delhi,Unfurnished,Bachelors/Family,3.0,Contact Agent
2935,2022-04-29,1.0,5500.0,30.0,2 out of 3,Carpet Area,B-7 veer Singh colony Budh vihar phase 2 delhi,Delhi,Furnished,,1.0,Contact Owner
2936,2022-06-06,1.0,6000.0,50.0,3 out of 4,Carpet Area,Mahavir Enclave Part 3,Delhi,Semi-Furnished,Bachelors,1.0,Contact Owner
2937,2022-05-27,3.0,30000.0,1205.0,2 out of 4,Super Area,Dwarka Sector 5,Delhi,Furnished,Bachelors/Family,2.0,Contact Owner
2938,2022-06-12,3.0,42000.0,1450.0,2 out of 4,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors,2.0,Contact Agent
2939,2022-04-28,1.0,5500.0,200.0,2 out of 4,Super Area,Pusa Institutional Area,Delhi,Unfurnished,Bachelors/Family,1.0,Contact Owner
2940,2022-06-08,2.0,7000.0,350.0,2 out of 4,Super Area,Raj Nagar 2,Delhi,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
2941,2022-06-20,2.0,10000.0,700.0,Ground out of 1,Super Area,Sarojini Nagar,Delhi,Unfurnished,Bachelors,1.0,Contact Owner
2942,2022-06-08,1.0,17000.0,,3 out of 4,,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,1.0,Contact Agent
2943,,1.0,,700.0,1 out of 5,Super Area,Mayur Vihar 1,Delhi,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
