age,is_working,job,marital,education,balance,housing,loan,contact,campaign,poutcome,offer,credit
45,no,entrepreneur,divorced,secondary,1187,no,yes,cellular,1,unknown,no,72
43,no,management,married,tertiary,0,no,no,telephone,1,unknown,no,35
30,no,admin.,single,secondary,585,no,yes,cellular,6,unknown,no,45
37,yes,technician,married,tertiary,247,no,no,cellular,6,unknown,yes,96
49,no,services,married,secondary,1314,no,no,cellular,14,unknown,yes,96
50,no,unemployed,divorced,secondary,32,no,no,cellular,2,unknown,no,0
25,yes,blue-collar,single,secondary,303,no,no,cellular,1,unknown,yes,119
55,no,technician,married,unknown,1192,yes,no,unknown,1,unknown,no,63
48,yes,housemaid,single,primary,46,no,no,cellular,1,success,yes,34
44,no,management,married,tertiary,1451,yes,no,cellular,3,failure,no,104
47,no,blue-collar,married,secondary,214,yes,no,unknown,3,unknown,no,30
47,no,management,married,tertiary,2473,yes,yes,cellular,2,unknown,no,140
67,no,admin.,married,primary,1093,no,no,telephone,3,unknown,no,87
49,no,blue-collar,married,secondary,171,no,no,cellular,3,other,no,0
28,no,blue-collar,married,primary,3267,yes,yes,telephone,1,unknown,no,187
37,no,housemaid,married,tertiary,8,yes,no,cellular,1,unknown,no,0
32,yes,management,married,tertiary,4733,no,no,cellular,1,unknown,yes,1677
66,no,retired,married,secondary,3473,no,no,cellular,2,unknown,no,189
34,no,services,divorced,secondary,797,yes,no,cellular,1,failure,no,46
39,yes,services,married,tertiary,1493,no,no,cellular,3,unknown,yes,544
52,yes,unemployed,married,primary,959,no,no,telephone,2,unknown,yes,352
37,no,technician,divorced,secondary,1309,no,yes,unknown,2,unknown,no,82
29,yes,student,single,secondary,459,no,no,cellular,3,other,yes,169
37,yes,technician,married,tertiary,549,no,no,cellular,1,unknown,yes,220
33,no,unknown,single,secondary,9,no,no,cellular,1,unknown,no,0
72,yes,retired,married,tertiary,0,no,no,cellular,1,unknown,yes,0
32,no,services,single,secondary,38,yes,no,unknown,1,unknown,no,0
59,no,management,divorced,tertiary,6144,yes,no,cellular,5,unknown,no,327
31,no,admin.,married,secondary,1661,yes,no,cellular,2,unknown,no,99
36,no,self-employed,single,tertiary,2000,no,no,unknown,1,unknown,no,104
42,no,admin.,married,secondary,3279,yes,no,cellular,1,failure,no,184
57,no,services,married,secondary,1113,no,no,cellular,20,unknown,no,59
32,no,unemployed,married,primary,324,yes,no,unknown,1,unknown,no,0
29,no,blue-collar,single,secondary,0,no,no,unknown,1,unknown,no,0
31,yes,blue-collar,single,secondary,183,no,no,cellular,4,unknown,no,91
68,yes,retired,married,secondary,1146,no,no,cellular,1,success,yes,427
50,no,management,married,tertiary,161,no,no,cellular,17,unknown,no,0
79,yes,retired,married,primary,3481,no,no,telephone,4,unknown,no,1246
22,no,management,single,secondary,594,yes,no,unknown,1,unknown,no,39
56,no,services,married,secondary,2658,yes,no,unknown,1,unknown,no,149
40,no,services,divorced,unknown,5847,no,no,telephone,1,unknown,no,326
35,no,unemployed,married,tertiary,1849,yes,no,cellular,1,unknown,no,115
24,no,blue-collar,married,secondary,204,yes,yes,cellular,3,unknown,no,0
35,no,blue-collar,single,secondary,41,yes,no,cellular,5,unknown,no,34
31,no,services,married,secondary,2050,yes,no,cellular,5,unknown,no,118
57,no,retired,married,tertiary,1029,no,yes,cellular,1,unknown,no,59
30,no,management,married,tertiary,151,no,no,cellular,4,unknown,no,0
32,no,technician,married,tertiary,587,no,no,cellular,4,unknown,no,43
41,no,management,single,secondary,-277,yes,no,cellular,1,unknown,no,0
32,no,technician,single,secondary,801,yes,no,cellular,1,unknown,no,53
43,yes,management,single,tertiary,1046,no,no,unknown,1,unknown,yes,392
32,yes,management,married,tertiary,1337,no,no,cellular,2,unknown,no,476
32,no,blue-collar,married,secondary,759,yes,no,cellular,5,unknown,yes,64
28,no,technician,married,tertiary,1198,no,yes,cellular,3,unknown,no,92
64,yes,retired,married,secondary,3189,no,no,telephone,1,unknown,yes,1129
29,yes,self-employed,single,tertiary,3290,no,no,cellular,1,success,yes,1152
39,no,technician,married,secondary,9121,no,no,unknown,1,unknown,no,483
50,no,blue-collar,married,secondary,372,yes,no,telephone,1,unknown,no,39
38,yes,technician,married,secondary,1478,no,no,cellular,4,unknown,yes,542
50,yes,unemployed,married,primary,289,yes,no,cellular,5,unknown,no,120
29,no,admin.,single,tertiary,1501,yes,no,cellular,1,unknown,no,86
35,yes,blue-collar,married,secondary,450,no,no,cellular,2,unknown,no,177
68,yes,retired,divorced,secondary,4189,no,no,telephone,2,unknown,yes,1479
71,yes,retired,married,tertiary,3895,no,no,cellular,1,unknown,no,1386
41,no,services,divorced,secondary,727,yes,no,cellular,1,unknown,no,58
44,no,blue-collar,married,secondary,508,yes,no,cellular,1,unknown,no,33
37,yes,admin.,single,tertiary,1000,yes,no,cellular,1,success,yes,355
54,no,blue-collar,married,primary,2110,yes,no,cellular,8,unknown,no,126
46,no,blue-collar,married,unknown,83,no,no,unknown,5,unknown,no,0
50,no,services,married,primary,-15,no,yes,unknown,1,unknown,no,0
25,no,student,single,secondary,715,no,no,cellular,1,unknown,no,41
26,yes,blue-collar,single,secondary,26,yes,yes,cellular,1,unknown,yes,0
83,no,retired,divorced,primary,20,no,no,cellular,3,unknown,no,40
30,no,management,married,tertiary,101,yes,no,cellular,1,unknown,no,0
45,no,blue-collar,married,secondary,-302,yes,no,unknown,1,unknown,no,0
28,no,housemaid,single,secondary,1,yes,no,cellular,2,unknown,no,0
31,no,services,single,secondary,-475,yes,no,telephone,3,unknown,no,0
34,no,admin.,divorced,secondary,1085,no,no,cellular,7,unknown,yes,78
36,no,services,married,secondary,1024,yes,no,unknown,2,unknown,no,57
32,no,management,married,secondary,375,no,no,cellular,3,unknown,no,53
53,no,self-employed,married,primary,862,yes,no,telephone,4,unknown,no,53
46,no,self-employed,single,secondary,1029,no,no,cellular,2,unknown,no,60
36,no,technician,married,tertiary,-718,yes,no,unknown,20,unknown,no,0
55,no,admin.,divorced,unknown,789,yes,no,unknown,2,unknown,no,61
73,yes,retired,married,primary,253,no,no,cellular,1,unknown,yes,104
49,no,services,divorced,unknown,313,yes,no,cellular,7,unknown,no,0
37,no,admin.,married,secondary,1193,no,no,cellular,2,unknown,no,90
38,no,technician,married,secondary,0,no,no,unknown,1,unknown,no,0
40,no,admin.,married,secondary,-666,yes,no,unknown,2,unknown,no,0
36,no,management,married,unknown,-35,yes,yes,unknown,2,unknown,no,0
41,no,entrepreneur,single,primary,7264,no,yes,unknown,3,unknown,no,361
53,no,management,divorced,tertiary,6649,yes,no,cellular,1,failure,no,351
33,yes,management,single,tertiary,0,no,no,cellular,7,unknown,yes,0
41,yes,services,single,secondary,92,no,no,cellular,1,unknown,yes,58
59,yes,technician,married,secondary,1,no,no,cellular,1,success,yes,0
23,no,services,single,secondary,488,no,no,cellular,1,success,yes,0
40,no,housemaid,married,primary,322,no,no,unknown,2,unknown,no,0
36,no,entrepreneur,married,secondary,229,yes,no,cellular,2,unknown,no,0
61,yes,management,married,tertiary,477,yes,no,cellular,1,other,yes,170
33,no,management,married,tertiary,1206,yes,no,cellular,6,unknown,no,90
32,no,management,married,tertiary,1028,no,no,cellular,1,unknown,no,76
29,no,blue-collar,single,secondary,228,no,no,cellular,1,unknown,no,44
28,no,technician,single,secondary,-97,no,no,cellular,4,unknown,no,0
31,no,blue-collar,single,unknown,461,yes,no,cellular,1,unknown,no,40
51,yes,blue-collar,divorced,primary,-19,yes,no,cellular,1,failure,yes,0
32,no,unemployed,single,secondary,104,no,no,cellular,3,unknown,no,0
50,no,entrepreneur,married,secondary,2731,no,no,cellular,2,unknown,no,166
58,yes,technician,married,tertiary,289,no,no,telephone,2,unknown,no,135
33,no,blue-collar,divorced,primary,390,yes,no,unknown,2,unknown,yes,42
34,yes,management,married,tertiary,589,no,no,cellular,1,other,yes,231
60,no,entrepreneur,married,primary,987,no,no,unknown,13,unknown,no,88
41,yes,blue-collar,single,secondary,75,yes,no,unknown,9,unknown,yes,44
42,no,blue-collar,married,primary,250,yes,no,unknown,16,unknown,no,0
35,yes,management,single,tertiary,1396,yes,no,cellular,1,failure,yes,504
42,yes,management,married,primary,5310,yes,no,cellular,1,success,yes,1877
37,no,management,married,tertiary,11,no,no,cellular,1,unknown,no,0
32,no,management,single,tertiary,229,yes,no,cellular,1,unknown,no,0
30,yes,services,single,secondary,1599,no,no,cellular,2,unknown,yes,584
27,no,technician,divorced,secondary,1977,yes,no,cellular,1,unknown,yes,111
56,no,unknown,married,unknown,33,no,no,telephone,15,unknown,no,0
34,no,technician,divorced,secondary,2036,yes,yes,unknown,1,unknown,no,106
47,yes,technician,married,secondary,0,no,no,cellular,1,failure,yes,0
31,no,technician,married,secondary,450,no,yes,cellular,2,failure,no,36
49,yes,unemployed,married,primary,518,no,no,cellular,2,unknown,yes,205
37,yes,services,divorced,secondary,49,yes,no,unknown,2,unknown,yes,31
42,no,services,divorced,secondary,241,yes,no,unknown,2,unknown,no,0
31,no,blue-collar,single,secondary,1000,yes,yes,unknown,1,unknown,no,57
35,no,technician,single,tertiary,59,yes,no,unknown,3,unknown,no,0
43,no,management,divorced,tertiary,2367,no,no,cellular,1,other,yes,142
45,no,self-employed,married,primary,-584,yes,yes,unknown,2,unknown,no,0
35,yes,management,married,tertiary,2161,no,no,cellular,2,success,yes,765
30,no,blue-collar,single,primary,413,yes,no,cellular,1,other,no,34
37,no,management,married,unknown,62,yes,no,cellular,4,unknown,no,0
34,yes,admin.,married,tertiary,10,no,no,cellular,1,unknown,no,0
54,yes,management,divorced,tertiary,487,yes,no,unknown,4,unknown,yes,174
30,no,admin.,single,secondary,3156,no,no,cellular,1,unknown,no,171
41,yes,management,divorced,tertiary,0,no,no,cellular,3,unknown,no,39
26,no,management,single,tertiary,531,no,yes,unknown,1,unknown,no,45
37,no,management,married,tertiary,4293,yes,no,cellular,2,unknown,no,240
41,no,blue-collar,married,primary,951,yes,no,cellular,4,unknown,no,66
46,no,management,married,tertiary,74,yes,no,cellular,11,unknown,no,0
40,no,management,married,tertiary,207,yes,no,unknown,1,unknown,no,0
45,no,blue-collar,married,primary,626,yes,no,unknown,1,unknown,no,38
39,yes,unemployed,single,secondary,-114,yes,no,cellular,1,unknown,yes,0
27,no,unemployed,single,secondary,154,no,no,telephone,5,unknown,no,0
32,no,admin.,divorced,secondary,138,yes,yes,unknown,1,unknown,no,0
30,no,management,married,tertiary,2994,yes,no,cellular,1,other,no,177
39,no,blue-collar,married,primary,568,yes,no,unknown,3,unknown,no,44
32,no,admin.,single,secondary,98,yes,no,cellular,1,failure,no,0
40,no,admin.,single,secondary,739,yes,no,unknown,1,unknown,no,50
45,no,self-employed,divorced,tertiary,75,yes,yes,cellular,1,unknown,no,31
47,no,blue-collar,married,primary,2,yes,yes,unknown,1,unknown,no,0
43,no,services,married,secondary,-416,yes,yes,cellular,3,unknown,no,0
73,yes,retired,married,unknown,519,no,no,telephone,3,success,yes,202
30,yes,technician,single,secondary,2734,no,no,cellular,3,unknown,yes,966
40,yes,technician,divorced,secondary,311,no,no,cellular,2,unknown,yes,131
26,yes,blue-collar,married,secondary,-11,yes,yes,cellular,3,unknown,yes,0
40,no,admin.,single,secondary,1670,yes,no,unknown,2,unknown,no,104
50,no,housemaid,married,primary,238,no,no,cellular,5,unknown,no,35
49,no,admin.,married,secondary,949,no,no,cellular,1,unknown,no,65
26,yes,management,single,tertiary,3704,no,no,cellular,4,unknown,yes,1300
36,no,self-employed,married,tertiary,4515,yes,no,unknown,2,unknown,no,246
61,yes,retired,married,secondary,77,no,no,cellular,4,unknown,yes,46
36,yes,blue-collar,married,secondary,4438,yes,no,unknown,1,unknown,yes,1575
55,no,unknown,married,tertiary,0,no,no,unknown,1,unknown,no,0
48,no,unemployed,married,primary,0,no,no,cellular,2,unknown,no,0
34,no,blue-collar,single,secondary,128,yes,no,unknown,4,unknown,no,0
43,no,services,married,secondary,0,no,no,cellular,2,unknown,no,0
33,no,management,divorced,tertiary,433,no,no,cellular,4,unknown,no,36
28,no,management,single,tertiary,6817,yes,no,cellular,4,unknown,no,363
31,no,admin.,single,tertiary,52,yes,no,cellular,1,unknown,no,42
45,yes,admin.,married,unknown,5511,no,no,cellular,1,unknown,yes,1943
28,yes,student,single,secondary,69,no,no,cellular,2,unknown,yes,55
26,yes,technician,single,tertiary,15161,no,no,cellular,1,unknown,yes,5325
28,yes,services,single,secondary,340,yes,no,cellular,2,unknown,yes,125
40,no,management,married,tertiary,12212,no,no,cellular,3,unknown,no,636
37,no,technician,single,secondary,779,yes,no,unknown,1,unknown,no,64
33,no,student,single,tertiary,71,no,no,cellular,4,unknown,no,0
54,no,technician,married,secondary,1378,yes,no,unknown,1,unknown,no,75
43,no,technician,married,secondary,-1701,yes,no,unknown,1,unknown,no,0
39,no,management,divorced,tertiary,30,no,yes,cellular,4,unknown,no,47
38,no,self-employed,divorced,secondary,2,no,no,cellular,2,unknown,no,0
60,yes,technician,married,secondary,914,no,no,unknown,1,unknown,no,344
57,yes,retired,married,secondary,5313,no,no,cellular,1,unknown,yes,1871
59,no,retired,married,secondary,5744,no,no,unknown,1,unknown,no,304
58,no,entrepreneur,single,tertiary,229,yes,no,cellular,7,unknown,no,0
32,no,management,divorced,tertiary,874,no,no,cellular,3,success,no,77
56,no,blue-collar,married,secondary,337,yes,no,unknown,2,unknown,no,0
37,yes,admin.,single,secondary,16,no,no,unknown,1,unknown,no,35
55,yes,management,divorced,tertiary,2383,no,no,cellular,2,success,yes,857
36,yes,self-employed,married,primary,2022,no,no,unknown,2,unknown,no,725
53,no,admin.,married,primary,228,yes,no,unknown,1,unknown,no,50
26,no,student,single,secondary,1346,no,no,cellular,2,unknown,no,79
59,no,blue-collar,married,primary,3372,no,no,cellular,1,unknown,no,175
54,no,blue-collar,married,secondary,3782,yes,no,unknown,4,unknown,no,205
58,no,blue-collar,married,primary,66,yes,no,cellular,4,unknown,no,0
28,no,technician,single,secondary,1536,yes,no,unknown,2,unknown,no,93
30,no,technician,single,secondary,677,yes,no,unknown,1,unknown,no,35
49,no,management,divorced,tertiary,0,yes,no,telephone,2,unknown,no,0
26,yes,services,single,secondary,901,yes,no,unknown,2,unknown,yes,326
46,no,housemaid,married,primary,238,no,yes,cellular,2,unknown,no,44
46,no,technician,divorced,tertiary,0,yes,no,cellular,5,failure,no,0
47,no,management,married,primary,1122,yes,no,cellular,5,unknown,no,79
50,no,entrepreneur,divorced,tertiary,315,no,no,cellular,1,failure,no,30
37,yes,management,married,tertiary,3723,no,no,cellular,1,unknown,yes,1337
57,no,retired,married,primary,-464,yes,no,cellular,1,failure,no,0
29,yes,blue-collar,married,secondary,940,yes,yes,cellular,1,unknown,yes,348
46,no,admin.,divorced,secondary,-60,no,no,cellular,1,unknown,no,0
35,no,management,married,secondary,0,no,yes,unknown,1,unknown,no,0
70,yes,retired,married,primary,2795,no,no,cellular,1,success,yes,998
34,no,management,married,tertiary,186,yes,no,cellular,3,unknown,no,32
37,no,admin.,married,secondary,-498,yes,yes,unknown,1,unknown,no,0
47,no,blue-collar,married,unknown,306,yes,no,unknown,1,unknown,no,0
56,no,technician,married,tertiary,1062,no,no,unknown,2,unknown,no,73
51,no,admin.,married,primary,658,yes,no,unknown,1,unknown,no,54
37,yes,technician,married,secondary,1762,no,no,cellular,2,unknown,yes,632
32,no,blue-collar,single,secondary,53,yes,no,cellular,1,failure,no,0
60,no,retired,divorced,tertiary,380,no,no,cellular,1,unknown,no,0
67,yes,retired,married,primary,1430,no,no,cellular,2,failure,yes,514
33,no,management,single,tertiary,729,yes,yes,unknown,5,unknown,no,52
36,yes,services,single,secondary,365,no,no,cellular,1,unknown,yes,129
30,no,management,married,secondary,11391,yes,no,cellular,1,other,no,584
47,yes,blue-collar,married,secondary,820,no,no,cellular,1,success,yes,317
44,no,management,married,tertiary,1788,no,no,cellular,2,unknown,no,104
24,no,blue-collar,single,primary,174,yes,no,cellular,3,unknown,no,34
31,yes,blue-collar,married,secondary,92,yes,no,unknown,1,unknown,yes,49
34,no,services,divorced,secondary,27,yes,no,cellular,1,unknown,no,0
49,no,management,married,tertiary,502,no,no,cellular,4,unknown,no,45
27,yes,management,single,tertiary,1720,no,no,cellular,2,failure,yes,611
43,yes,self-employed,divorced,secondary,347,no,no,cellular,3,unknown,yes,131
47,no,management,married,tertiary,3556,yes,no,unknown,4,unknown,no,195
41,yes,management,divorced,secondary,2666,yes,no,unknown,2,unknown,no,954
85,yes,retired,married,primary,98,no,no,cellular,1,unknown,yes,62
36,no,admin.,married,secondary,110,yes,no,telephone,1,unknown,no,0
64,yes,housemaid,married,unknown,2645,no,no,telephone,2,unknown,yes,923
48,no,services,married,secondary,300,no,yes,cellular,8,unknown,no,0
39,yes,blue-collar,married,primary,3503,no,no,unknown,1,unknown,no,1245
43,no,blue-collar,single,primary,189,no,yes,telephone,15,unknown,no,0
30,no,technician,single,secondary,516,yes,no,cellular,2,unknown,no,33
47,yes,management,married,tertiary,-488,yes,no,cellular,5,unknown,no,0
52,no,self-employed,married,secondary,1066,yes,no,unknown,3,unknown,no,69
30,no,management,married,tertiary,233,yes,no,unknown,10,unknown,no,36
55,no,technician,married,secondary,55,no,yes,cellular,17,unknown,no,35
32,no,management,single,tertiary,597,no,yes,cellular,1,unknown,no,74
41,no,blue-collar,married,primary,3140,yes,no,unknown,9,unknown,no,180
32,no,services,married,secondary,1066,yes,no,unknown,9,unknown,no,56
39,no,housemaid,married,tertiary,75,yes,no,unknown,2,unknown,no,0
49,no,admin.,married,secondary,0,yes,no,cellular,1,unknown,no,0
36,no,technician,married,secondary,-78,yes,no,cellular,1,unknown,no,0
31,yes,entrepreneur,single,tertiary,-405,yes,yes,cellular,2,unknown,yes,0
52,no,management,divorced,tertiary,50,yes,no,unknown,3,unknown,no,0
39,no,management,married,primary,0,no,no,unknown,7,unknown,no,0
